type,rating,effects,flavor,description,price_(€),cali,ammonia,apple,apricot,berry,blue,blueberry,butter,cheese,chemical,citrus,coffee,diesel,earthy,flowery,fruit,grape,grapefruit,honey,lavender,lemon,lime,mango,menthol,mint,minty,nutty,orange,peach,pear,pepper,pine,pineapple,pungent,rose,sage,skunk,spicy/herbal,strawberry,sweet,tar,tree,tree fruit,tropical,vanilla,woody,aroused,creative,energetic,euphoric,focused,giggly,happy,hungry,relaxed,sleepy,talkative,tingly,uplifted
indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Blue,Cheese,Cheese,Blueberry","Blue Cheese is an indica cross created by crossing a Blueberry male with an original U.K. Cheese (a Skunk #1 phenotype) female. The sweet and savory smells of berry and blue cheese combine to create a creamy, unique flavor reminiscent of the original Cheese. The heavy indica effects will help you feel relaxed at the end of the day and can provide relief for muscle spasms, pain, and stress.",25.25,False,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
hybrid,4.4,"Relaxed,Happy,Uplifted,Euphoric,Creative","Blueberry,Berry,Sweet","Blue Dream, a sativa-dominant hybrid originating in California, has achieved legendary status among West Coast strains. Crossing a Blueberry indica with the sativa Haze, Blue Dream balances full-body relaxation with gentle cerebral invigoration. Novice and veteran consumers alike enjoy the level effects of Blue Dream, which ease you gently into a calm euphoria. Some Blue Dream phenotypes express a more indica-like look and feel, but the sativa-leaning variety remains most prevalent.With a sweet berry aroma redolent of its Blueberry parent, Blue Dream delivers swift symptom relief without heavy sedative effects. This makes Blue Dream a popular daytime medicine for patients treating pain, depression, nausea, and other ailments requiring a high THC strain. ",37.5,True,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
hybrid,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Sweet,Blueberry,Earthy","The colorful hues and sweet flavors of Blueberry blend together with the resin production and heartiness of California Hash Plant to create Blue Hash, or Blueberry Hash. The aroma is a mixture of fresh berries with a pungent, earthy finish. Blue Hash produces a powerfully relaxing effect that is a great way to unwind at the end of a long day or at night before bedtime. Medical patients will appreciate Blue Hash’s ability to combat insomnia and suppress stress.",27.0,True,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
hybrid,4.3,"Uplifted,Euphoric,Relaxed,Happy,Energetic","Blueberry,Sweet,Flowery","Daughter of a Blueberry indica and the original Haze, this slightly sativa-dominant hybrid is a versatile strain. It has a pleasing taste and scent, and its furry dense buds produce full-bodied effects. Blue Haze is a great candidate for the regular consumer’s arsenal as it is appropriate for a broad spectrum of activities and provides the optimal balance between cerebral and physical effects.",21.5,False,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
sativa,4.6,"Relaxed,Focused,Aroused,Sleepy,Euphoric","Citrus,Lemon,Tropical","Blue Magic is an upbeat sativa-dominant strain bred from the famous Blue Dream. Its high-energy effects are prefaced by creamy, fruity flavors reminiscent of its Blueberry ancestry. Sativa enthusiasts will appreciate the balance of potency and clarity delivered by Blue Magic, whose euphoria offers functionality and focus despite an impressive THC profile. While its initial punch is quick to hit, Blue Magic’s effects taper down gently and ease you into long-lasting relaxation that extends from the physical exterior to the deep recesses of your mind.",25.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
indica,4.2,"Happy,Relaxed,Giggly,Energetic,Sleepy","Blueberry,Earthy,Sweet","Blue Mystic is as mysterious as its name indicates, with unknown genetics that definitely contain some Blueberry and possibly some Skunk or Northern Lights. These plants flower between 7 to 9 weeks, with light blue coloring that can make the trichome-covered buds look almost gray. It does have the distinctive Blueberry aroma, but it’s fairly subtle compared to other strains, making it a good choice for growers or patients who need discretion.  ",20.0,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
hybrid,4.3,"Relaxed,Happy,Euphoric,Hungry,Uplifted","Blueberry,Berry,Earthy","Blue OG from G13 Labs is a flavorful hybrid following the lineage of Blueberry F3, Blue Moonshine, and OG Kush. These dark, cone-shaped buds characteristic of OG genes emanate notes of berry and citrus, and leave its consumer feeling euphoric and relaxed. Though its effects are cerebrally targeted, Blue OG is known to also tackle pain, relax muscles, and relieve nausea. Growers can expect an eight week flowering period with ideal conditions outdoors. ",39.5,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
indica,4.7,"Relaxed,Tingly,Happy,Uplifted,Euphoric","Berry,Earthy,Sweet","The indica-dominant Blue Power is one of Sin City Seeds’ signature strains, bred from Sour Double, Master Kush, The White, and Blue Moonshine genetics. Cherished for its fragrant buds, Blue Power offers a sweet fusion of lemon and berry flavors with an earthy finish. It should be noted that another genetic variation released by Vision Seeds crosses Blueberry, White Widow, and Skunk #1. This rendition is described as a happy and uplifting indica that helps focus the mind while fighting stress.",15.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
hybrid,4.3,"Sleepy,Relaxed,Focused,Uplifted,Hungry","Blueberry,Sweet,Berry","Blue Rhino is a potent cross of Blueberry and White Rhino that has a unique fruity aroma mixed with some skunky harshness. This plant may be of special interest to growers for its large flowers, which will get to their most impressive size when grown outdoors. Patients like this strain for its balanced mix of head and body effects, making it an option for staying focused or wanting to relax, depending on your needs.",29.0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
hybrid,4.2,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet,Berry,Earthy","Blue Widow is a favorite strain that provides consumers with both uplifting and calming effects. These flowers will have a strong sweet aroma that may also include sour citrus or pine. The buds can be colorful, with tints of blue and purple, and should have a coat of long orange hairs. Slightly indica-dominant, this Widow plays against type, growing taller than most indicas and providing more mental, heady effects. In higher doses, the blissful relaxation this strain provides may lead to drowsiness and help you get to sleep. A cross between Blueberry and White Widow, Blue Widow is sometimes also called Berry White, White Berry, and Blue Venom.",21.994999999999997,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Blueberry,Berry,Sweet","A true A-List cannabis strain. Blueberry’s legendary status soared to new heights after claiming the High Times’ Cannabis Cup 2000 for Best Indica. The long history of the strain is traced back to the late 1970s when American breeder DJ Short was working with a variety of exotic landrace strains. However, throughout the decades of Blueberry’s cultivation the genetics have been passed around, due in large part to DJ Short working with multiple seed banks and breeders. The sweet flavors of fresh blueberries combine with relaxing effects to produce a long-lasting sense of euphoria. Many medical patients appreciate Blueberry for its ability to suppress pain and relieve stress, while connoisseurs and growers admire the strain for its colorful hues and high THC content. ",26.97,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Tingly","Blueberry,Sweet,Cheese","With a smell distinctly of blueberry cheesecake, this strain was bred from Blueberry and Cheese. Flowers are known to be lime green and dark violet in color with orange hairs and a large coat of crystals. ",25.0,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
hybrid,4.3,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Blueberry,Berry,Earthy","Several renditions of the Blueberry Headband hybrid are known to exist, which is unsurprising considering the popularity of its parent strains, but the original Blueberry Headband from NorCal’s Emerald Triangle Seeds is the most documented version. Rather than a simple cross of Headband and Blueberry, the ETS version combines ‘76 Blueberry, Emerald OG Kush, Cali Sour D, and Pre-98 Bubba Kush into a 50/50 indica-sativa hybrid that smells of diesel, berries and pepper. Growers can expect medium-tall, bushy plants with huge yields of highly resinous colas.  Blueberry Headband produces a hybrid-type high, with a nice cerebral rush and relaxing body effect.  ",24.0,True,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
hybrid,4.6,"Happy,Hungry,Giggly,Euphoric,Talkative","Blueberry,Berry,Flowery","Blueberry OG is a DJ Short Blueberry phenotype with exceptional CBD yielding qualities combined with the indica-dominant legend, OG Kush. This potent, award-winning union doesn’t pack much in the way of psychoactivity, but its anti-anxiety and anti-inflammatory effects make up for any lack of headiness. With flavors of sweet camphor and sandalwood, this strain elevates the consumer's mood and promotes an overall sense of well being.     ",31.68,False,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
hybrid,4.5,"Relaxed,Sleepy,Hungry,Happy,Euphoric","Blueberry,Berry,Sweet","Blueberry Pancakes is a delicious indica-dominant hybrid that miraculously tastes like blueberry pancakes. With dense, slightly purple buds, this strain exhibits an aroma of blueberries, grape, and dough. Flavors of syrup and tart berry are especially present when vaporized or when utilizing non-butane combustion techniques, like hemp wick or herb irons. Blueberry Pancakes offers classic indica effects, including a weighted, relaxing physical buzz that can curb physical discomfort, nausea, joint pain, and insomnia. ",33.0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
hybrid,4.9,"Euphoric,Aroused,Uplifted,Happy,Talkative","Mango,Tropical,Citrus","Brooklyn Mango, bred by Dr. Underground, is a hybrid that combines Ed Rosenthal Super Bud with NYC Diesel. The resulting buds carry a mix of diesel and tropical fruit flavors, like pineapple, mango, and lemon. The effects of Brooklyn Mango are a mix of cerebral energy with calm and comforting body relaxation.",18.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
hybrid,4.6,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Diesel,Pungent","Bruce Banner might be best known as the alter-ego of comic book hero The Incredible Hulk, but maybe he wouldn’t be such a stressed out ball of anger if he just had some of his namesake strain. This green monster also has hidden strength and features dense nugs that pack the power of very high THC content. It’s a powerful strain whose effects come on quickly and strong and then tend to settle into a euphoric and creative buzz. The sativa effects of this strain are most evident and linger mostly in the head, but it does also provide body relaxation and pain relief that make it an appropriate daytime medication for some. Dark Horse Genetics bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Plants flower at 8 to 10 weeks. This strain does have three main phenotypes, one of which is Bruce Banner #3.",34.75,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
hybrid,4.6,"Euphoric,Relaxed,Happy,Uplifted,Energetic","Sweet,Earthy,Flowery","Bruce Banner (probably better-known as the alter ego of comic book superhero The Incredible Hulk) is one of three phenotypes of the Bruce Banner strain and has proven to be a popular one. Effects come on quickly to provide an immediate burst of euphoria before easing into relaxation that may be good for creative pursuits. Dark Horse Genetics bred this strain from OG Kush and Strawberry Diesel, and its heritage can be found in its diesel aroma with sweet undertones. Its plants flower at 8 to 10 weeks.",27.99,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Woody","Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.Bubba’s stocky plant stature and bulky bud structure suggest Afghani descent, but its genetic origins aren’t certain. The breeder whom this strain was named after states that Bubba Kush emerged just after 1996, when an OG Kush hybrid pollinated an unknown indica strain obtained in New Orleans. The mother plant was supposedly Northern Lights, but the genetically ambiguous indica was simply called “Bubba.” Bubba Kush has flourished from its California roots ever since. ",25.994999999999997,True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0
indica,3.8,"Relaxed,Hungry,Sleepy,Tingly,Talkative","Blue,Cheese,Cheese,Pungent","Bubble Cheese, bred by Big Buddha Seeds, is an 85% indica strain that brings in genetics from Cheese, Bubble Gum, and Hubba Bubba Kush. With an earthy, hashy aroma, Bubble Cheese delivers sedating effects that relax the mind and body without heavy mental cloudiness.",35.0,False,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
hybrid,4.1,"Happy,Relaxed,Euphoric,Uplifted,Hungry","Sweet,Flowery,Berry","Originally Bubble Gum was developed by growers in Indiana. From there the genetics moved to New England and eventually Holland. It took many generations to finally produce a stable Bubble Gum with the characteristic sweet smell and euphoric high. Bubble Gum was the winner of two awards in the Cannabis Cup of '94, and the 2nd place winner in '95 and again in '99.",70.0,False,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
indica,4.3,"Relaxed,Happy,Sleepy,Uplifted,Talkative","Sweet,Earthy,Flowery","An 80% indica strain from Bulldog Seeds in the Netherlands, Bubblegum Kush is a cross between Bubble Gum and an undisclosed Kush. An easy-to-grow plant that produces huge yields of frosty, resinous buds, it is popular with growers and hash-makers alike. Bubblegum Kush has a sour smell and flavor, and with a THC content in the 18% range, this indica will leave users fully relaxed and glued to the couch.",28.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
hybrid,3.8,"Happy,Focused,Aroused,Talkative,Uplifted","Pepper,Mint,Blueberry","Bubblegun is a hybrid strain whose name plays homage to its genetics—it’s a slightly indica-dominant cross of Bubble Gum and AK-47. Good for treating insomnia and pain, this balanced hybrid starts off with uplifting effects that bring strong pain relief and sedation properties. As plants, Bubblegun shows off its indica side by staying short and flowering in 8 to 9 weeks. Flowers will be compact and give off a sugary bubble gum aroma. This strain is also popular for those looking to boost their appetite.",29.9,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
hybrid,4.3,"Happy,Relaxed,Talkative,Giggly,Uplifted","Sweet,Blueberry,Berry","Bubblicious (not to be confused with Wonka’s Bubblicious) is Nirvana Seeds’ rendition of the classic Indiana Bubble Gum. Refined in the Netherlands since the 1990s, Bubblicious captures the signature bubble gum flavor that first lent this hybrid widespread notoriety. Sometimes, Bubblicious will even take on a pink hue that further justifies the naming of this sweet-smelling hybrid. Potent and relaxing, Bubblicious offers full-body effects that soothe tension and stress even in seasoned THC veterans.",20.0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
sativa,4.6,"Giggly,Happy,Uplifted,Euphoric,Talkative","Sweet,Earthy,Nutty","Buddha Haze is an 85% sativa strain bred by Big Buddha Seeds. Parented by Amnesia Haze and Manga Rosa, Buddha Haze offers a complex aroma that blends together sweet mango and spice. Its upbeat, energetic buzz is perfect for those days that require unencumbered focus and attention. ",35.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
